"Catégorie","Produit","Lieu ","Prix moyen","Disponibilité","Evolution du prix","Zone de disponibilité","Date"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","ABIDJAN",600,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","ABIDJAN",550,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","ABIDJAN",400,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","ABIDJAN",1000,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","ABIDJAN",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","ABIDJAN",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","ABIDJAN",800,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","ABIDJAN",450,"stable","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","SAN-PÉDRO",500,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","SAN-PÉDRO",,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","SAN-PÉDRO",600,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","SAN-PÉDRO",500,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","SAN-PÉDRO",400,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","SAN-PÉDRO",400,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","SAN-PÉDRO",2100,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","SAN-PÉDRO",650,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","SAN-PÉDRO",700,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","SAN-PÉDRO",700,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","SAN-PÉDRO",600,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","SAN-PÉDRO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","SAN-PÉDRO",1300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","SAN-PÉDRO",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","SAN-PÉDRO",400,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","SAN-PÉDRO",600,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","SAN-PÉDRO",400,"stable","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","BOUAKÉ",450,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","BOUAKÉ",,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","BOUAKÉ",600,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","BOUAKÉ",400,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","BOUAKÉ",400,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","BOUAKÉ",500,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","BOUAKÉ",2200,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","BOUAKÉ",600,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","BOUAKÉ",600,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","BOUAKÉ",600,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","BOUAKÉ",700,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","BOUAKÉ",800,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","BOUAKÉ",350,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","BOUAKÉ",350,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","BOUAKÉ",600,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","BOUAKÉ",350,"stable","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","YAKRO",600,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","YAKRO",,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","YAKRO",500,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","YAKRO",400,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","YAKRO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","YAKRO",500,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","YAKRO",2200,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","YAKRO",600,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","YAKRO",600,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","YAKRO",600,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","YAKRO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","YAKRO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","YAKRO",1500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","YAKRO",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","YAKRO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","YAKRO",1500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","YAKRO",600,"stable","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","MAN",600,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","MAN",,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","MAN",700,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","MAN",350,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","MAN",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","MAN",400,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","MAN",2200,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","MAN",700,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","MAN",700,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","MAN",700,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","MAN",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","MAN",400,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","MAN",1500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","MAN",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","MAN",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","MAN",1000,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","MAN",500,"stable","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","KPONAN","KORHOGO",600,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","MANIOC","KORHOGO",,,,,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POMME DE TERRE (kg)","KORHOGO",600,"Moyen","Moyen et stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","BANANE PLANTAIN (kg)","KORHOGO",500,"En hausse","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AVOCAT (kg)","KORHOGO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CITRON (kg)","KORHOGO",500,"En hausse","Baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POULET DE CHAIR (kg)","KORHOGO",2000,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON BLANC  (kg)","KORHOGO",700,"Moyenne","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","OIGNON VIOLET - NIGER-BF (kg)","KORHOGO",700,"Moyen","hausse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","TOMATE TYPE SALADE  (kg)","KORHOGO",700,"Bonne","baisse",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","GOMBO (kg)","KORHOGO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","AUBERGINE N'DROWA  (kg)","KORHOGO",500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","POIVRON (kg)","KORHOGO",1500,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CONCOMBRE (kg)","KORHOGO",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","COURGETTE (kg)","KORHOGO",300,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","HARICOT VERT (kg)","KORHOGO",1000,"Moyen","stable",,"2022-10-09"
"LES BONS CRENEAUX DE LA PERIODE","CHOU (kg)","KORHOGO",500,"stable","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","ABIDJAN",700,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","ABIDJAN",900,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","ABIDJAN",450,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","ABIDJAN",1000,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","ABIDJAN",2000,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","ABIDJAN",2000,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","ABIDJAN",450,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","ABIDJAN",700,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","ABIDJAN",350,"hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","SAN-PÉDRO",800,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","SAN-PÉDRO",1200,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","SAN-PÉDRO",500,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","SAN-PÉDRO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","SAN-PÉDRO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","SAN-PÉDRO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","SAN-PÉDRO",300,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","SAN-PÉDRO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","SAN-PÉDRO",450,"hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","BOUAKÉ",1300,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","BOUAKÉ",900,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","BOUAKÉ",500,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","BOUAKÉ",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","BOUAKÉ",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","BOUAKÉ",500,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","BOUAKÉ",500,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","BOUAKÉ",500,"hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","YAKRO",500,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","YAKRO",1500,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","YAKRO",500,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","YAKRO",500,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","YAKRO",1000,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","YAKRO",500,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","YAKRO",400,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","YAKRO",500,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","YAKRO",500,"hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","MAN",800,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","MAN",1500,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","MAN",500,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","MAN",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","MAN",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","MAN",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","MAN",350,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","MAN",700,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","MAN",500,"hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","NAVET (kg)","KORHOGO",700,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","CAROTTE (kg)","KORHOGO",1200,"En hausse","Baisse",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PIMENT (kg)","KORHOGO",600,"moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ARACHIDE (400 g.)","KORHOGO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE PISTACHE(400 g.)","KORHOGO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATE ANACARDE(500 g.)","KORHOGO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GRAINE DE PALME  (kg)","KORHOGO",300,"Moyen","stable",,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","GOMBO SEC EN POUDRE (400g.)","KORHOGO",,,,,"2022-10-09"
"LES AUTRES INDISPENSABLES POUR VOS REPAS","PATATE DOUCE","KORHOGO",250,"hausse","Baisse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","ABIDJAN",3000,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","ABIDJAN",2800,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","ABIDJAN",2500,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON MAGNE (kg)","ABIDJAN",,,,,"2022-10-09"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","ABIDJAN",1800,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","ABIDJAN",2000,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE AQUACULTURE (kg)","ABIDJAN",3250,,,,"2022-10-09"
"VOS PROTEINES","POISSON THON  (kg)","ABIDJAN",850,,,,"2022-10-09"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","ABIDJAN",1500,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","ABIDJAN",4300,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","KPLO (unité moyen)","ABIDJAN",500,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","PONDEUSES (kg)","ABIDJAN",2500,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","ESCARGOT (LOT DE 4 MOYENS)","ABIDJAN",1000,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE PORC (kg)","ABIDJAN",2000,,,,"2022-10-09"
"VOS PROTEINES","COTE DE PORC (kg","ABIDJAN",1200,,,,"2022-10-09"
"VOS PROTEINES","PATE DE PORC (kg)","ABIDJAN",1200,,,,"2022-10-09"
"VOS PROTEINES","PATE DE BŒUF (kg)","ABIDJAN",1200,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","SAN-PÉDRO",3000,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","SAN-PÉDRO",2600,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON MAGNE (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE AQUACULTURE (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON THON  (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","KPLO (unité moyen)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","PONDEUSES (kg)","SAN-PÉDRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","ESCARGOT (LOT DE 4 MOYENS)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE PORC (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","COTE DE PORC (kg","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","PATE DE PORC (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","PATE DE BŒUF (kg)","SAN-PÉDRO",,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","BOUAKÉ",2800,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","BOUAKÉ",2500,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON MAGNE (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE AQUACULTURE (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","POISSON THON  (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","BOUAKÉ",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","BOUAKÉ",4000,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","KPLO (unité moyen)","BOUAKÉ",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","PONDEUSES (kg)","BOUAKÉ",2700,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","ESCARGOT (LOT DE 4 MOYENS)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE PORC (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","COTE DE PORC (kg","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","PATE DE PORC (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","PATE DE BŒUF (kg)","BOUAKÉ",,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","YAKRO",3000,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","YAKRO",2700,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON MAGNE (kg)","YAKRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE AQUACULTURE (kg)","YAKRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON THON  (kg)","YAKRO",,,,,"2022-10-09"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","YAKRO",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","YAKRO",4000,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","KPLO (unité moyen)","YAKRO",500,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","PONDEUSES (kg)","YAKRO",2700,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","ESCARGOT (LOT DE 4 MOYENS)","YAKRO",,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE PORC (kg)","YAKRO",1200,,,,"2022-10-09"
"VOS PROTEINES","COTE DE PORC (kg","YAKRO",1200,,,,"2022-10-09"
"VOS PROTEINES","PATE DE PORC (kg)","YAKRO",1200,,,,"2022-10-09"
"VOS PROTEINES","PATE DE BŒUF (kg)","YAKRO",2500,,,,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF SANS OS (kg)","MAN",3000,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","VIANDE DE BŒUF AVEC OS (kg)","MAN",2500,"moyen","hausse",,"2022-10-09"
"VOS PROTEINES","POISSON SOSSO IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON MAGNE (kg)","MAN",,,,,"2022-10-09"
"VOS PROTEINES","POISSON CHICHARD IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","POISSON CARPE AQUACULTURE (kg)","MAN",,,,,"2022-10-09"
"VOS PROTEINES","POISSON THON  (kg)","MAN",,,,,"2022-10-09"
"VOS PROTEINES","POISSON MAQUERO IMPORTE (kg)","MAN",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","VIANDE DE MOUTON (kg)","MAN",5000,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","KPLO (unité moyen)","MAN",,"moyen","stable",,"2022-10-09"
"VOS PROTEINES","PONDEUSES (kg)","MAN",,"moyen","stable",,"2022-10-09"
